Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2010,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2011,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2012,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2013,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2014,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2015,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2016,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2017,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2018,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2019,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2020,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2021,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2022,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2023,0,0,,0,0,0,0,0,,0,0,0,0,0,
Luvnith Sisodia,KKR,BAT,0.30,0.3,Kolkata Knight Riders,2024,0,0,,0,0,0,0,0,,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2008,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2009,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2010,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2011,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2012,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2013,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2014,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2015,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2016,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2017,0,0,Vishnu Vinod,3,19,26,1,1,58.33,3,19,26,1,1,4.384615384615385
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2018,0,0,Vishnu Vinod,0,0,0,0,0,0.0,3,19,26,1,1,4.384615384615385
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2019,0,0,Vishnu Vinod,0,0,0,0,0,0.0,3,19,26,1,1,4.384615384615385
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2020,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2021,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2022,0,0,Vishnu Vinod,0,0,0,0,0,0.0,0,0,0,0,0,
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2023,0,0,Vishnu Vinod,3,37,31,2,2,71.42,3,37,31,2,2,7.161290322580645
Vishnu Vinod,PBKS,BAT,0.30,0.95,Punjab Kings,2024,0,0,Vishnu Vinod,0,0,0,0,0,0.0,3,37,31,2,2,7.161290322580645
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2008,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2009,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2010,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2011,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2012,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2013,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2014,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2015,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2016,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2017,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2018,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2019,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2020,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2021,0,0,VG Arora,0,0,0,0,0,0.0,0,0,0,0,0,
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2022,0,0,VG Arora,4,5,13,0,0,41.665,4,5,13,0,0,2.3076923076923075
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2023,0,0,VG Arora,2,3,2,0,0,150.0,6,8,15,0,0,3.2
Vaibhav Arora,KKR,BOWL,0.30,1.8,Kolkata Knight Riders,2024,0,0,VG Arora,2,1,1,0,0,100.0,8,9,16,0,0,3.375
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2008,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2009,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2010,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2011,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2012,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2013,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2014,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2015,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2016,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2017,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2018,0,0,Rasikh Salam,0,0,0,0,0,0.0,0,0,0,0,0,
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2019,0,0,Rasikh Salam,1,5,4,0,0,125.0,1,5,4,0,0,7.5
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2020,0,0,Rasikh Salam,0,0,0,0,0,0.0,1,5,4,0,0,7.5
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2021,0,0,Rasikh Salam,0,0,0,0,0,0.0,1,5,4,0,0,7.5
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2022,0,0,Rasikh Salam,1,7,6,1,0,116.66,1,7,6,1,0,7.0
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2023,0,0,Rasikh Salam,0,0,0,0,0,0.0,1,7,6,1,0,7.0
Rasikh Salam,RCB,BOWL,0.30,6.0,Royal Challengers Bengaluru,2024,0,0,Rasikh Salam,3,18,18,3,0,80.0,4,25,24,4,0,6.25
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2008,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2009,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2010,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2011,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2012,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2013,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2014,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2015,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2016,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2017,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2018,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2019,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2020,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2021,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2022,0,0,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2023,1,1,A Madhwal,0,0,0,0,0,0.0,0,0,0,0,0,
Akash Madhwal,RR,BOWL,0.30,1.2,Rajasthan Royals,2024,0,1,A Madhwal,1,4,5,0,0,80.0,1,4,5,0,0,4.8
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2008,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2009,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2010,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2011,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2012,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2013,0,0,MM Sharma,2,0,5,0,0,0.0,2,0,5,0,0,0.0
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2014,1,1,MM Sharma,1,1,3,0,0,33.33,3,1,8,0,0,0.75
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2015,0,1,MM Sharma,6,28,18,1,2,100.0,9,29,26,1,2,6.6923076923076925
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2016,0,1,MM Sharma,6,32,26,3,1,100.0,13,61,47,4,3,7.787234042553192
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2017,1,1,MM Sharma,7,51,50,3,1,125.0,19,111,94,7,4,7.085106382978723
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2018,0,1,MM Sharma,4,10,13,1,0,63.33,17,93,89,7,2,6.269662921348314
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2019,0,1,MM Sharma,1,0,2,0,0,0.0,12,61,65,4,1,5.630769230769231
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2020,0,0,MM Sharma,0,0,0,0,0,0.0,5,10,15,1,0,4.0
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2021,0,0,MM Sharma,0,0,0,0,0,0.0,1,0,2,0,0,0.0
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2022,0,0,MM Sharma,0,0,0,0,0,0.0,0,0,0,0,0,
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2023,2,2,MM Sharma,1,0,1,0,0,0.0,1,0,1,0,0,0.0
Mohit Sharma,DC,BOWL,0.50,2.2,Delhi Capitals,2024,1,3,MM Sharma,3,2,15,0,0,7.14,4,2,16,0,0,0.75
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2008,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2009,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2010,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2011,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2012,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2013,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2014,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2015,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2016,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2017,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2018,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2019,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2020,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2021,0,0,Simarjeet Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2022,0,0,Simarjeet Singh,3,7,8,0,0,100.0,3,7,8,0,0,5.25
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2023,0,0,Simarjeet Singh,0,0,0,0,0,0.0,3,7,8,0,0,5.25
Simarjeet Singh,SRH,BOWL,0.30,1.5,Sunrisers Hyderabad,2024,1,1,Simarjeet Singh,0,0,0,0,0,0.0,3,7,8,0,0,5.25
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2008,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2009,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2010,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2011,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2012,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2013,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2014,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2015,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2016,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2017,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2018,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2019,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2020,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2021,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2022,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2023,0,0,,0,0,0,0,0,,0,0,0,0,0,
Yash Thakur,PBKS,BOWL,0.40,1.6,Punjab Kings,2024,1,1,,0,0,0,0,0,,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2008,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2009,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2010,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2011,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2012,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2013,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2014,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2015,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2016,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2017,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2018,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2019,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2020,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2021,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2022,0,0,V Vyshak,0,0,0,0,0,0.0,0,0,0,0,0,
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2023,0,0,V Vyshak,2,13,9,0,1,81.25,2,13,9,0,1,8.666666666666666
Vijaykumar Vyshak,PBKS,BOWL,0.30,1.8,Punjab Kings,2024,0,0,V Vyshak,2,1,3,0,0,25.0,4,14,12,0,1,7.0
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2008,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2009,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2010,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2011,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2012,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2013,0,0,S Gopal,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2014,0,0,S Gopal,1,11,10,1,0,110.0,1,11,10,1,0,6.6
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2015,0,0,S Gopal,1,1,1,0,0,100.0,2,12,11,1,0,6.545454545454546
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2016,0,0,S Gopal,1,2,16,0,0,12.5,3,14,27,1,0,3.111111111111111
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2017,0,0,S Gopal,0,0,0,0,0,0.0,2,3,17,0,0,1.0588235294117647
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2018,1,1,S Gopal,4,50,45,5,0,90.0,5,52,61,5,0,5.114754098360656
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2019,1,2,S Gopal,7,63,46,8,1,100.0,11,113,91,13,1,7.450549450549451
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2020,0,2,S Gopal,5,37,39,3,0,71.42,16,150,130,16,1,6.923076923076923
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2021,0,1,S Gopal,2,7,5,0,1,87.5,14,107,90,11,2,7.133333333333334
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2022,0,0,S Gopal,1,9,7,2,0,128.57,8,53,51,5,1,6.235294117647059
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2023,0,0,S Gopal,0,0,0,0,0,0.0,3,16,12,2,1,8.0
Shreyas Gopal,CSK,BOWL,0.30,0.3,Chennai Super Kings,2024,0,0,S Gopal,0,0,0,0,0,0.0,1,9,7,2,0,7.714285714285714
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2008,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2009,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2010,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2011,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2012,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2013,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2014,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2015,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2016,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2017,0,0,M Markande,0,0,0,0,0,0.0,0,0,0,0,0,
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2018,0,0,M Markande,6,21,24,2,0,91.665,6,21,24,2,0,5.25
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2019,0,0,M Markande,2,6,5,1,0,120.0,8,27,29,3,0,5.586206896551724
Mayank Markande,KKR,BOWL,0.30,0.3,Kolkata Knight Riders,2020,0,0,M Markande,0,0,0,0,0,0.0,8,27,29,3,0,5.586206896551724
