Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2014,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2015,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2016,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2017,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2018,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2019,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2020,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2021,0,0,Shashank Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2022,0,0,Shashank Singh,5,69,47,5,4,107.14,5,69,47,5,4,8.808510638297872
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2023,0,0,Shashank Singh,0,0,0,0,0,0.0,5,69,47,5,4,8.808510638297872
Shashank Singh,PBKS,AR,-,5.5,Punjab Kings,2024,1,1,Shashank Singh,12,352,209,28,21,149.5,17,421,256,33,25,9.8671875
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2008,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2009,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2010,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2011,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2012,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2013,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2014,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2015,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2016,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2017,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2018,0,0,Prabhsimran Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2019,0,0,Prabhsimran Singh,1,16,17,1,1,94.11,1,16,17,1,1,5.647058823529412
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2020,0,0,Prabhsimran Singh,2,15,15,2,0,97.32,3,31,32,3,1,5.8125
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2021,0,0,Prabhsimran Singh,2,19,23,1,1,87.5,5,50,55,4,2,5.454545454545454
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2022,0,0,Prabhsimran Singh,1,14,11,2,0,127.27,5,48,49,5,1,5.877551020408164
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2023,1,1,Prabhsimran Singh,14,358,238,38,19,139.285,17,391,272,41,20,8.625
Prabhsimran Singh,PBKS,BAT,-,4.0,Punjab Kings,2024,0,1,Prabhsimran Singh,12,257,164,26,16,146.44,27,629,413,66,35,9.138014527845035
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2008,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2009,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2010,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2011,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2012,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2013,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2014,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2015,0,0,JC Buttler,0,0,0,0,0,0.0,0,0,0,0,0,
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2016,0,0,JC Buttler,14,255,184,23,11,103.225,14,255,184,23,11,8.315217391304348
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2017,1,1,JC Buttler,10,272,177,27,15,129.665,24,527,361,50,26,8.759002770083102
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2018,3,4,JC Buttler,13,548,353,52,21,141.37,37,1075,714,102,47,9.033613445378151
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2019,1,5,JC Buttler,8,311,205,38,14,136.245,31,1131,735,117,50,9.23265306122449
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2020,1,5,JC Buttler,12,328,227,27,16,152.46,33,1187,785,117,51,9.072611464968151
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2021,1,3,JC Buttler,7,254,166,27,13,128.12,27,893,598,92,43,8.959866220735785
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2022,3,5,JC Buttler,17,863,579,83,45,128.84,36,1445,972,137,74,8.919753086419753
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2023,1,5,JC Buttler,14,392,282,42,14,113.065,38,1509,1027,152,72,8.815968841285297
Jos Buttler,GT,BAT,2.00,15.75,Gujarat Titans,2024,2,6,JC Buttler,10,338,230,34,12,116.99,41,1593,1091,159,71,8.76076993583868
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2008,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2009,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2010,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2011,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2012,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2013,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2014,0,0,SS Iyer,0,0,0,0,0,0.0,0,0,0,0,0,
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2015,1,1,SS Iyer,14,439,342,41,21,117.14,14,439,342,41,21,7.701754385964913
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2016,0,1,SS Iyer,6,30,43,2,1,30.0,20,469,385,43,22,7.309090909090909
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2017,1,2,SS Iyer,12,338,243,36,10,130.70499999999998,32,807,628,79,32,7.710191082802548
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2018,1,2,SS Iyer,14,411,310,29,21,122.22,32,779,596,67,32,7.842281879194631
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2019,1,3,SS Iyer,16,463,386,41,14,115.43,42,1212,939,106,45,7.744408945686901
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2020,1,3,SS Iyer,17,519,421,40,16,118.18,47,1393,1117,110,51,7.482542524619516
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2021,1,3,SS Iyer,8,175,171,7,5,100.0,41,1157,978,88,35,7.098159509202454
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2022,0,2,SS Iyer,14,401,298,41,11,121.755,39,1095,890,88,32,7.382022471910112
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2023,0,1,SS Iyer,0,0,0,0,0,0.0,22,576,469,48,16,7.368869936034115
Shreyas Iyer,PBKS,BAT,2.00,26.75,Punjab Kings,2024,0,0,SS Iyer,11,280,202,27,10,150.0,25,681,500,68,21,8.172
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2008,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2009,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2010,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2011,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2012,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2013,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2014,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2015,0,0,RR Pant,0,0,0,0,0,0.0,0,0,0,0,0,
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2016,1,1,RR Pant,10,198,152,19,6,120.355,10,198,152,19,6,7.815789473684211
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2017,1,2,RR Pant,14,366,221,28,24,154.16500000000002,24,564,373,47,30,9.072386058981234
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2018,1,3,RR Pant,14,684,394,68,37,170.465,38,1248,767,115,67,9.76271186440678
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2019,3,5,RR Pant,16,488,300,37,27,143.925,44,1538,915,133,88,10.085245901639343
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2020,0,4,RR Pant,14,343,301,31,9,103.275,44,1515,995,136,73,9.135678391959798
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2021,0,3,RR Pant,16,419,326,42,10,125.0,46,1250,927,110,46,8.090614886731391
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2022,0,0,RR Pant,13,340,224,35,16,162.5,43,1102,851,108,35,7.769682726204465
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2023,0,0,RR Pant,0,0,0,0,0,0.0,29,759,550,77,26,8.28
Rishabh Pant,LSG,BAT,2.00,27.0,Lucknow Super Giants,2024,2,2,RR Pant,12,413,264,31,25,141.95499999999998,25,753,488,66,41,9.258196721311476
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2008,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2009,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2010,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2011,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2012,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2013,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2014,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2015,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2016,0,0,K Rabada,0,0,0,0,0,0.0,0,0,0,0,0,
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2017,0,0,K Rabada,3,55,64,5,1,55.0,3,55,64,5,1,5.15625
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2018,0,0,K Rabada,0,0,0,0,0,0.0,3,55,64,5,1,5.15625
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2019,1,1,K Rabada,4,14,15,0,1,87.5,7,69,79,5,2,5.2405063291139244
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2020,0,1,K Rabada,8,56,49,4,2,95.0,12,70,64,4,3,6.5625
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2021,0,1,K Rabada,3,13,6,2,0,225.0,15,83,70,6,3,7.114285714285714
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2022,1,1,K Rabada,8,48,43,5,2,100.0,19,117,98,11,4,7.163265306122449
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2023,0,1,K Rabada,2,0,2,0,0,0.0,13,61,51,7,2,7.176470588235294
Kagiso Rabada,GT,BOWL,2.00,10.75,Gujarat Titans,2024,0,1,K Rabada,3,20,14,0,2,110.0,13,68,59,5,4,6.915254237288136
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2008,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2009,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2010,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2011,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2012,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2013,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2014,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2015,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2016,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2017,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2018,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2019,0,0,Arshdeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2020,0,0,Arshdeep Singh,1,0,3,0,0,0.0,1,0,3,0,0,0.0
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2021,0,0,Arshdeep Singh,2,2,3,0,0,75.0,3,2,6,0,0,2.0
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2022,0,0,Arshdeep Singh,6,21,29,3,0,26.47,9,23,35,3,0,3.942857142857143
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2023,1,1,Arshdeep Singh,2,2,2,0,0,100.0,10,25,34,3,0,4.411764705882353
Arshdeep Singh,PBKS,BOWL,2.00,18.0,Punjab Kings,2024,0,1,Arshdeep Singh,1,4,3,1,0,133.33,9,27,34,4,0,4.764705882352941
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2008,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2009,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2010,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2011,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2012,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2013,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2014,0,0,MA Starc,9,85,84,9,0,106.25,9,85,84,9,0,6.071428571428571
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2015,1,1,MA Starc,3,11,14,1,0,100.0,12,96,98,10,0,5.877551020408164
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2016,0,1,MA Starc,0,0,0,0,0,0.0,12,96,98,10,0,5.877551020408164
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2017,0,1,MA Starc,0,0,0,0,0,0.0,3,11,14,1,0,4.714285714285714
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2018,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2019,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2020,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2021,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2022,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2023,0,0,MA Starc,0,0,0,0,0,0.0,0,0,0,0,0,
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2024,2,2,MA Starc,4,7,9,1,0,50.0,4,7,9,1,0,4.666666666666667
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2008,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2009,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2010,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2011,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2012,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2013,0,0,YS Chahal,0,0,0,0,0,0.0,0,0,0,0,0,
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2014,1,1,YS Chahal,2,1,1,0,0,100.0,2,1,1,0,0,6.0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2015,0,1,YS Chahal,2,1,1,0,0,100.0,4,2,2,0,0,6.0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2016,0,1,YS Chahal,0,0,0,0,0,0.0,4,2,2,0,0,6.0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2017,0,0,YS Chahal,6,13,26,0,0,47.22,8,14,27,0,0,3.111111111111111
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2018,0,0,YS Chahal,1,0,4,0,0,0.0,7,13,30,0,0,2.6
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2019,0,0,YS Chahal,3,6,16,0,0,33.33,10,19,46,0,0,2.4782608695652173
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2020,2,2,YS Chahal,2,1,3,0,0,33.33,6,7,23,0,0,1.826086956521739
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2021,1,3,YS Chahal,2,10,27,0,0,35.71,7,17,46,0,0,2.217391304347826
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2022,2,5,YS Chahal,2,5,8,0,0,62.5,6,16,38,0,0,2.526315789473684
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2023,0,3,YS Chahal,0,0,0,0,0,0.0,4,15,35,0,0,2.571428571428572
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2024,0,2,YS Chahal,0,0,0,0,0,0.0,2,5,8,0,0,3.75
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2008,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2009,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2010,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2011,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2012,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2013,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2014,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2015,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2016,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2017,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2018,0,0,LS Livingstone,0,0,0,0,0,0.0,0,0,0,0,0,
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2019,0,0,LS Livingstone,4,70,48,6,5,132.415,4,70,48,6,5,8.75
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2020,0,0,LS Livingstone,0,0,0,0,0,0.0,4,70,48,6,5,8.75
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2021,0,0,LS Livingstone,5,42,41,3,1,66.66,9,112,89,9,6,7.550561797752809
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2022,1,1,LS Livingstone,14,437,240,29,34,174.235,19,479,281,32,35,10.227758007117435
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2023,0,1,LS Livingstone,9,279,171,20,19,164.28,28,758,452,52,54,10.061946902654867
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2024,0,1,LS Livingstone,7,111,78,8,7,130.76,30,827,489,57,60,10.14723926380368
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2008,0,0,DA Miller,0,0,0,0,0,0.0,0,0,0,0,0,
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2009,0,0,DA Miller,0,0,0,0,0,0.0,0,0,0,0,0,
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2010,0,0,DA Miller,0,0,0,0,0,0.0,0,0,0,0,0,
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2011,0,0,DA Miller,0,0,0,0,0,0.0,0,0,0,0,0,
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2012,0,0,DA Miller,6,98,75,6,4,113.33,6,98,75,6,4,7.84
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2013,3,3,DA Miller,12,418,254,28,24,122.5,18,516,329,34,28,9.41033434650456
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2014,0,3,DA Miller,16,446,299,34,21,135.78,34,962,628,68,49,9.19108280254777
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2015,0,3,DA Miller,13,357,266,21,21,107.14,41,1221,819,83,66,8.945054945054945
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2016,0,0,DA Miller,13,161,131,11,4,114.81,42,964,696,66,46,8.310344827586206
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2017,0,0,DA Miller,4,83,80,4,4,98.41,30,601,477,36,29,7.559748427672956
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2018,0,0,DA Miller,3,74,64,3,2,109.09,20,318,275,18,10,6.938181818181818
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2019,0,0,DA Miller,10,213,164,19,7,130.0,17,370,308,26,13,7.207792207792208
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2020,0,0,DA Miller,1,0,0,0,0,,14,287,228,22,9,7.552631578947368
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2021,0,0,DA Miller,8,124,113,11,3,87.17,19,337,277,30,10,7.299638989169675
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2022,2,2,DA Miller,16,481,337,32,23,135.85500000000002,25,605,450,43,26,8.066666666666666
