name,fullName,season,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
I Malhotra,Ishan Malhotra,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Malhotra,Ishan Malhotra,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Malhotra,Ishan Malhotra,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Malhotra,Ishan Malhotra,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Malhotra,Ishan Malhotra,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Sharma,Ishant Sharma,2008,13,253,1,329,7,126,44,5,9,4,8.0,13,253,1,329,7,126,44,5,9,4,7.8023715415019765,7.8023715415019765
I Sharma,Ishant Sharma,2009,11,258,0,297,11,135,33,7,10,2,6.0,24,511,1,626,18,261,77,12,19,6,6.906976744186046,7.350293542074364
I Sharma,Ishant Sharma,2010,7,150,0,236,7,60,30,6,9,1,9.5,31,661,1,862,25,321,107,18,28,7,9.44,7.8245083207261725
I Sharma,Ishant Sharma,2011,12,264,0,314,11,131,39,7,6,5,6.915,30,672,0,847,29,326,102,20,25,8,7.136363636363637,7.5625
I Sharma,Ishant Sharma,2012,0,0,0,0,0,0,0,0,0,0,0.0,19,414,0,550,18,191,69,13,15,6,,7.971014492753623
I Sharma,Ishant Sharma,2013,16,358,2,466,15,165,48,16,13,3,7.665,28,622,2,780,26,296,87,23,19,8,7.810055865921788,7.52411575562701
I Sharma,Ishant Sharma,2014,3,66,0,101,3,26,7,6,2,0,9.25,19,424,2,567,18,191,55,22,15,3,9.181818181818182,8.023584905660377
I Sharma,Ishant Sharma,2015,4,84,0,159,1,32,16,10,1,4,11.0,23,508,2,726,19,223,71,32,16,7,11.357142857142858,8.5748031496063
I Sharma,Ishant Sharma,2016,4,90,0,148,3,40,21,4,6,1,9.375,11,240,0,408,7,98,44,20,9,5,9.866666666666667,10.2
I Sharma,Ishant Sharma,2017,6,108,0,179,0,39,20,6,5,1,9.955,14,282,0,486,4,111,57,20,12,6,9.944444444444445,10.340425531914894
I Sharma,Ishant Sharma,2018,0,0,0,0,0,0,0,0,0,0,0.0,10,198,0,327,3,79,41,10,11,2,,9.909090909090908
I Sharma,Ishant Sharma,2019,13,276,1,349,13,122,45,7,9,0,7.25,19,384,1,528,13,161,65,13,14,1,7.586956521739131,8.25
I Sharma,Ishant Sharma,2020,1,18,0,26,0,4,0,1,2,0,8.66,14,294,1,375,13,126,45,8,11,0,8.666666666666666,7.653061224489796
I Sharma,Ishant Sharma,2021,3,72,2,97,1,26,7,5,0,0,8.5,17,366,3,472,14,152,52,13,11,0,8.083333333333334,7.737704918032787
I Sharma,Ishant Sharma,2022,0,0,0,0,0,0,0,0,0,0,0.0,4,90,2,123,1,30,7,6,2,0,,8.2
I Sharma,Ishant Sharma,2023,8,150,0,206,10,69,30,3,6,1,9.33,11,222,2,303,11,95,37,8,6,1,8.24,8.18918918918919
I Sharma,Ishant Sharma,2024,7,120,0,200,6,48,24,6,14,1,9.0,15,270,0,406,16,117,54,9,20,2,10.0,9.022222222222222
I Udana,Isuru Udana,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2020,10,174,0,282,8,49,26,11,8,0,9.75,10,174,0,282,8,49,26,11,8,0,9.724137931034482,9.724137931034482
I Udana,Isuru Udana,2021,0,0,0,0,0,0,0,0,0,0,0.0,10,174,0,282,8,49,26,11,8,0,,9.724137931034482
I Udana,Isuru Udana,2022,0,0,0,0,0,0,0,0,0,0,0.0,10,174,0,282,8,49,26,11,8,0,,9.724137931034482
I Udana,Isuru Udana,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
I Udana,Isuru Udana,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2013,2,24,0,50,1,7,10,0,0,1,12.5,2,24,0,50,1,7,10,0,0,1,12.5,12.5
IC Pandey,Ishwar Pandey,2014,12,252,2,318,6,121,40,9,2,1,8.04,14,276,2,368,7,128,50,9,2,2,7.571428571428571,8.0
IC Pandey,Ishwar Pandey,2015,10,186,2,223,11,95,27,8,3,0,7.33,24,462,4,591,18,223,77,17,5,2,7.193548387096774,7.675324675324675
IC Pandey,Ishwar Pandey,2016,0,0,0,0,0,0,0,0,0,0,0.0,22,438,4,541,17,216,67,17,5,1,,7.410958904109589
IC Pandey,Ishwar Pandey,2017,0,0,0,0,0,0,0,0,0,0,0.0,10,186,2,223,11,95,27,8,3,0,,7.193548387096774
IC Pandey,Ishwar Pandey,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Pandey,Ishwar Pandey,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IC Porel,Ishan Porel,2021,1,24,0,39,1,10,6,1,2,0,9.75,1,24,0,39,1,10,6,1,2,0,9.75,9.75
IC Porel,Ishan Porel,2022,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,39,1,10,6,1,2,0,,9.75
IC Porel,Ishan Porel,2023,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,39,1,10,6,1,2,0,,9.75
IC Porel,Ishan Porel,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IK Pathan,Irfan Pathan,2008,14,318,2,350,15,158,32,13,18,0,6.25,14,318,2,350,15,158,32,13,18,0,6.60377358490566,6.60377358490566
IK Pathan,Irfan Pathan,2009,14,302,1,390,17,128,41,11,12,0,8.875,28,620,3,740,32,286,73,24,30,0,7.748344370860927,7.161290322580645
IK Pathan,Irfan Pathan,2010,14,278,0,426,15,103,54,11,12,0,9.75,42,898,3,1166,47,389,127,35,42,0,9.194244604316546,7.79064587973274
IK Pathan,Irfan Pathan,2011,13,275,2,344,11,130,38,10,12,1,7.0,41,855,3,1160,43,361,133,32,36,1,7.505454545454546,8.140350877192983
IK Pathan,Irfan Pathan,2012,17,360,2,465,8,157,56,14,6,0,6.75,44,913,4,1235,34,390,148,35,30,1,7.75,8.116100766703177
IK Pathan,Irfan Pathan,2013,15,308,3,382,10,142,48,8,7,0,7.5,45,943,7,1191,29,429,142,32,25,1,7.441558441558442,7.577942735949098
IK Pathan,Irfan Pathan,2014,10,142,0,205,4,45,15,11,2,0,7.74,42,810,5,1052,22,344,119,33,15,0,8.661971830985916,7.792592592592593
IK Pathan,Irfan Pathan,2015,0,0,0,0,0,0,0,0,0,0,0.0,25,450,3,587,14,187,63,19,9,0,,7.826666666666667
IK Pathan,Irfan Pathan,2016,3,48,0,61,0,18,5,2,0,0,7.0,13,190,0,266,4,63,20,13,2,0,7.625,8.4
IK Pathan,Irfan Pathan,2017,1,12,0,26,0,4,2,2,0,0,13.0,4,60,0,87,0,22,7,4,0,0,13.0,8.7
IK Pathan,Irfan Pathan,2018,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,87,0,22,7,4,0,0,,8.7
IK Pathan,Irfan Pathan,2019,0,0,0,0,0,0,0,0,0,0,0.0,1,12,0,26,0,4,2,2,0,0,,13.0
IK Pathan,Irfan Pathan,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IK Pathan,Irfan Pathan,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IK Pathan,Irfan Pathan,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IK Pathan,Irfan Pathan,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IK Pathan,Irfan Pathan,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2018,6,138,0,135,5,51,8,2,0,0,6.25,6,138,0,135,5,51,8,2,0,0,5.869565217391305,5.869565217391305
IS Sodhi,Ish Sodhi,2019,2,43,1,67,4,15,1,6,1,0,9.23,8,181,1,202,9,66,9,8,1,0,9.348837209302326,6.696132596685083
IS Sodhi,Ish Sodhi,2020,0,0,0,0,0,0,0,0,0,0,0.0,8,181,1,202,9,66,9,8,1,0,,6.696132596685083
IS Sodhi,Ish Sodhi,2021,0,0,0,0,0,0,0,0,0,0,0.0,2,43,1,67,4,15,1,6,1,0,,9.348837209302326
IS Sodhi,Ish Sodhi,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
IS Sodhi,Ish Sodhi,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Imran Tahir,Imran Tahir,2014,6,125,0,171,9,41,13,6,6,0,7.67,6,125,0,171,9,41,13,6,6,0,8.208,8.208
Imran Tahir,Imran Tahir,2015,10,213,0,314,15,65,13,18,7,0,9.375,16,338,0,485,24,106,26,24,13,0,8.845070422535212,8.609467455621301
Imran Tahir,Imran Tahir,2016,4,96,0,138,5,28,7,8,1,0,6.875,20,434,0,623,29,134,33,32,14,0,8.625,8.612903225806452
Imran Tahir,Imran Tahir,2017,12,282,0,369,18,95,20,20,3,1,7.125,26,591,0,821,38,188,40,46,11,1,7.851063829787234,8.33502538071066
Imran Tahir,Imran Tahir,2018,6,124,0,188,6,40,13,10,2,0,9.25,22,502,0,695,29,163,40,38,6,1,9.096774193548388,8.306772908366534
Imran Tahir,Imran Tahir,2019,17,386,1,431,26,149,27,18,2,0,7.0,35,792,1,988,50,284,60,48,7,1,6.699481865284974,7.484848484848484
Imran Tahir,Imran Tahir,2020,3,66,0,76,1,19,3,3,0,0,7.33,26,576,1,695,33,208,43,31,4,0,6.909090909090909,7.239583333333333
Imran Tahir,Imran Tahir,2021,1,24,0,16,2,14,1,0,2,0,4.0,21,476,1,523,29,182,31,21,4,0,4.0,6.592436974789916
Imran Tahir,Imran Tahir,2022,0,0,0,0,0,0,0,0,0,0,0.0,4,90,0,92,3,33,4,3,2,0,,6.133333333333334
Imran Tahir,Imran Tahir,2023,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,16,2,14,1,0,2,0,,4.0
Imran Tahir,Imran Tahir,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Iqbal Abdulla,Iqbal Abdulla,2008,1,18,0,22,0,6,3,0,0,0,7.33,1,18,0,22,0,6,3,0,0,0,7.333333333333333,7.333333333333333
Iqbal Abdulla,Iqbal Abdulla,2009,0,0,0,0,0,0,0,0,0,0,0.0,1,18,0,22,0,6,3,0,0,0,,7.333333333333333
Iqbal Abdulla,Iqbal Abdulla,2010,3,51,0,61,1,19,5,2,0,0,7.0,4,69,0,83,1,25,8,2,0,0,7.176470588235294,7.217391304347826
Iqbal Abdulla,Iqbal Abdulla,2011,15,300,0,305,16,138,30,6,5,0,6.0,18,351,0,366,17,157,35,8,5,0,6.1,6.256410256410256
Iqbal Abdulla,Iqbal Abdulla,2012,8,132,0,144,4,49,9,4,2,0,6.58,26,483,0,510,21,206,44,12,7,0,6.545454545454546,6.3354037267080745
Iqbal Abdulla,Iqbal Abdulla,2013,5,113,0,142,7,41,8,8,0,0,7.5,28,545,0,591,27,228,47,18,7,0,7.539823008849558,6.506422018348624
Iqbal Abdulla,Iqbal Abdulla,2014,1,12,0,17,0,3,2,0,0,0,8.5,14,257,0,303,11,93,19,12,2,0,8.5,7.073929961089494
Iqbal Abdulla,Iqbal Abdulla,2015,5,114,1,150,4,46,10,8,7,0,8.75,11,239,1,309,11,90,20,16,7,0,7.894736842105263,7.7573221757322175
Iqbal Abdulla,Iqbal Abdulla,2016,8,150,0,213,6,38,18,6,5,0,9.08,14,276,1,380,10,87,30,14,12,0,8.52,8.26086956521739
Iqbal Abdulla,Iqbal Abdulla,2017,2,30,0,55,2,6,3,3,4,0,10.75,15,294,1,418,12,90,31,17,16,0,11.0,8.53061224489796
Iqbal Abdulla,Iqbal Abdulla,2018,0,0,0,0,0,0,0,0,0,0,0.0,10,180,0,268,8,44,21,9,9,0,,8.933333333333334
Iqbal Abdulla,Iqbal Abdulla,2019,0,0,0,0,0,0,0,0,0,0,0.0,2,30,0,55,2,6,3,3,4,0,,11.0
Iqbal Abdulla,Iqbal Abdulla,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Iqbal Abdulla,Iqbal Abdulla,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Iqbal Abdulla,Iqbal Abdulla,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Iqbal Abdulla,Iqbal Abdulla,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Iqbal Abdulla,Iqbal Abdulla,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2009,3,72,0,74,3,32,4,2,3,0,5.75,3,72,0,74,3,32,4,2,3,0,6.166666666666667,6.166666666666667
J Botha,Johan Botha,2010,0,0,0,0,0,0,0,0,0,0,0.0,3,72,0,74,3,32,4,2,3,0,,6.166666666666667
J Botha,Johan Botha,2011,10,216,0,239,7,83,17,6,3,0,5.875,13,288,0,313,10,115,21,8,6,0,6.638888888888889,6.520833333333333
J Botha,Johan Botha,2012,11,246,0,297,9,94,26,8,5,0,7.25,21,462,0,536,16,177,43,14,8,0,7.2439024390243905,6.961038961038961
J Botha,Johan Botha,2013,6,100,0,109,5,39,8,3,2,0,5.875,27,562,0,645,21,216,51,17,10,0,6.54,6.8861209964412815
J Botha,Johan Botha,2014,0,0,0,0,0,0,0,0,0,0,0.0,17,346,0,406,14,133,34,11,7,0,,7.040462427745664
J Botha,Johan Botha,2015,4,60,0,81,1,20,4,5,2,0,8.5,10,160,0,190,6,59,12,8,4,0,8.1,7.125
J Botha,Johan Botha,2016,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,81,1,20,4,5,2,0,,8.1
J Botha,Johan Botha,2017,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,81,1,20,4,5,2,0,,8.1
J Botha,Johan Botha,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Botha,Johan Botha,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Suchith,Jagadeesha Suchith,2015,12,234,0,337,10,71,27,13,5,0,8.625,12,234,0,337,10,71,27,13,5,0,8.64102564102564,8.64102564102564
J Suchith,Jagadeesha Suchith,2016,1,12,0,31,0,0,1,2,2,0,15.5,13,246,0,368,10,71,28,15,7,0,15.5,8.975609756097562
J Suchith,Jagadeesha Suchith,2017,0,0,0,0,0,0,0,0,0,0,0.0,13,246,0,368,10,71,28,15,7,0,,8.975609756097562
J Suchith,Jagadeesha Suchith,2018,0,0,0,0,0,0,0,0,0,0,0.0,1,12,0,31,0,0,1,2,2,0,,15.5
J Suchith,Jagadeesha Suchith,2019,1,24,0,28,2,11,3,1,0,0,7.0,1,24,0,28,2,11,3,1,0,0,7.0,7.0
J Suchith,Jagadeesha Suchith,2020,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,28,2,11,3,1,0,0,,7.0
J Suchith,Jagadeesha Suchith,2021,2,42,0,66,0,11,9,1,0,0,10.125,3,66,0,94,2,22,12,2,0,0,9.428571428571429,8.545454545454545
J Suchith,Jagadeesha Suchith,2022,5,108,0,140,7,49,7,9,7,0,7.5,7,150,0,206,7,60,16,10,7,0,7.777777777777778,8.24
J Suchith,Jagadeesha Suchith,2023,0,0,0,0,0,0,0,0,0,0,0.0,7,150,0,206,7,60,16,10,7,0,,8.24
J Suchith,Jagadeesha Suchith,2024,0,0,0,0,0,0,0,0,0,0,0.0,5,108,0,140,7,49,7,9,7,0,,7.777777777777778
J Syed Mohammad,Jamaluddin Syed Mohammad,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2011,5,90,0,127,5,30,7,7,1,0,8.5,5,90,0,127,5,30,7,7,1,0,8.466666666666667,8.466666666666667
J Syed Mohammad,Jamaluddin Syed Mohammad,2012,2,42,0,65,0,9,3,3,1,0,9.25,7,132,0,192,5,39,10,10,2,0,9.285714285714286,8.727272727272727
J Syed Mohammad,Jamaluddin Syed Mohammad,2013,4,60,0,91,3,11,8,2,2,0,8.625,11,192,0,283,8,50,18,12,4,0,9.1,8.84375
J Syed Mohammad,Jamaluddin Syed Mohammad,2014,0,0,0,0,0,0,0,0,0,0,0.0,6,102,0,156,3,20,11,5,3,0,,9.176470588235293
J Syed Mohammad,Jamaluddin Syed Mohammad,2015,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,91,3,11,8,2,2,0,,9.1
J Syed Mohammad,Jamaluddin Syed Mohammad,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Syed Mohammad,Jamaluddin Syed Mohammad,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Theron,Rusty Theron,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Theron,Rusty Theron,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
J Theron,Rusty Theron,2010,7,144,0,187,6,50,19,4,8,1,8.0,7,144,0,187,6,50,19,4,8,1,7.791666666666667,7.791666666666667
