Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2008,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2009,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2010,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2011,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2012,2,2
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2013,0,2
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2014,0,2
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2015,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2016,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2017,0,0
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2018,1,1
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2019,1,2
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2020,0,2
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2021,2,3
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2022,1,3
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2023,2,5
Faf du Plessis,DC,BAT,2.00,2.0,Delhi Capitals,2024,1,4
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2008,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2009,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2010,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2011,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2012,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2013,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2014,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2015,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2016,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2017,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2018,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2019,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2020,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2021,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2022,0,0
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2023,1,1
Glenn Phillips,GT,BAT,2.00,2.0,Gujarat Titans,2024,0,1
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2008,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2009,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2010,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2011,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2012,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2013,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2014,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2015,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2016,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2017,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2018,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2019,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2020,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2021,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2022,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2023,0,0
Rovman Powell,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2024,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2008,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2009,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2010,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2011,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2012,2,2
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2013,3,5
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2014,2,7
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2015,3,8
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2016,2,7
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2017,0,5
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2018,0,2
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2019,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2020,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2021,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2022,0,0
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2023,1,1
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2024,0,1
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2008,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2009,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2010,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2011,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2012,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2013,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2014,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2015,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2016,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2017,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2018,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2019,1,1
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2020,0,1
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2021,0,1
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2022,0,0
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2023,1,1
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2024,2,3
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2008,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2009,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2010,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2011,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2012,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2013,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2014,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2015,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2016,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2017,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2018,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2019,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2020,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2021,0,0
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2022,1,1
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2023,0,1
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2024,0,1
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2008,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2009,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2010,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2011,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2012,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2013,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2014,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2015,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2016,2,2
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2017,2,4
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2018,0,4
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2019,0,2
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2020,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2021,0,0
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2022,1,1
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2023,1,2
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2024,0,2
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2008,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2009,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2010,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2011,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2012,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2013,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2014,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2015,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2016,0,0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2017,2,2
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2018,2,4
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2019,0,4
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2020,0,2
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2021,1,1
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2022,0,1
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2023,0,1
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2024,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2008,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2009,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2010,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2011,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2012,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2013,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2014,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2015,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2016,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2017,1,1
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2018,0,1
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2019,0,1
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2020,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2021,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2022,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2023,0,0
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2024,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2008,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2009,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2010,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2011,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2012,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2013,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2014,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2015,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2016,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2017,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2018,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2019,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2020,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2021,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2022,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2023,0,0
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2024,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2008,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2009,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2010,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2011,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2012,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2013,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2014,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2015,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2016,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2017,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2018,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2019,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2020,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2021,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2022,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2023,0,0
Josh Inglis,PBKS,BAT,2.00,2.6,Punjab Kings,2024,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2008,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2009,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2010,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2011,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2012,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2013,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2014,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2015,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2016,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2017,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2018,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2019,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2020,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2021,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2022,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2023,0,0
Ryan Rickelton,MI,BAT,1.00,1.0,Mumbai Indians,2024,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2008,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2009,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2010,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2011,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2012,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2013,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2014,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2015,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2016,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2017,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2018,0,0
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2019,1,1
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2020,0,1
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2021,1,2
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2022,0,1
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2023,0,1
Deepak Chahar,MI,BOWL,2.00,9.25,Mumbai Indians,2024,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2008,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2009,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2010,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2011,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2012,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2013,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2014,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2015,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2016,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2017,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2018,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2019,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2020,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2021,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2022,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2023,0,0
Gerald Coetzee,GT,BOWL,1.25,2.4,Gujarat Titans,2024,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2008,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2009,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2010,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2011,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2012,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2013,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2014,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2015,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2016,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2017,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2018,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2019,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2020,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2021,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2022,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2023,0,0
Akash Deep,LSG,BOWL,1.00,8.0,Lucknow Super Giants,2024,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2008,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2009,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2010,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2011,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2012,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2013,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2014,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2015,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2016,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2017,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2018,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2019,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2020,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2021,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2022,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2023,0,0
Tushar Deshpande,RR,BOWL,1.00,6.5,Rajasthan Royals,2024,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2008,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2009,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2010,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2011,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2012,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2013,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2014,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2015,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2016,0,0
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2017,1,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2018,0,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2019,0,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2020,1,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2021,0,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2022,1,2
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2023,0,1
Lockie Ferguson,PBKS,BOWL,2.00,2.0,Punjab Kings,2024,0,1
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2008,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2009,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2010,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2011,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2012,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2013,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2014,2,2
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2015,0,2
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2016,2,4
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2017,1,3
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2018,0,3
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2019,0,1
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2020,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2021,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2022,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2023,0,0
Bhuvneshwar Kumar,RCB,BOWL,2.00,10.75,Royal Challengers Bengaluru,2024,1,1
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2008,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2009,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2010,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2011,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2012,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2013,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2014,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2015,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2016,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2017,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2018,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2019,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2020,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2021,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2022,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2023,0,0
Mukesh Kumar,DC,BOWL,2.00,8.0,Delhi Capitals,2024,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2008,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2009,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2010,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2011,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2012,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2013,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2014,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2015,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2016,0,0
AM Ghazanfar,MI,BOWL,0.75,4.8,Mumbai Indians,2017,0,0
