Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2017,0,1
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2018,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2019,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2020,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2021,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2022,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2023,0,0
Mitchell Starc,DC,BOWL,2.00,11.75,Delhi Capitals,2024,2,2
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2008,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2009,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2010,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2011,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2012,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2013,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2014,1,1
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2015,0,1
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2016,0,1
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2017,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2018,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2019,0,0
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2020,2,2
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2021,1,3
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2022,2,5
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2023,0,3
Yuzvendra Chahal,PBKS,BOWL,2.00,18.0,Punjab Kings,2024,0,2
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2008,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2009,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2010,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2011,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2012,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2013,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2014,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2015,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2016,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2017,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2018,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2019,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2020,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2021,0,0
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2022,1,1
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2023,0,1
Liam Livingstone,RCB,AR,2.00,8.75,Royal Challengers Bengaluru,2024,0,1
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2008,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2009,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2010,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2011,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2012,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2013,3,3
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2014,0,3
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2015,0,3
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2016,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2017,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2018,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2019,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2020,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2021,0,0
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2022,2,2
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2023,0,2
David Miller,LSG,BAT,1.50,7.5,Lucknow Super Giants,2024,0,2
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2008,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2009,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2010,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2011,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2012,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2013,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2014,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2015,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2016,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2017,0,0
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2018,2,2
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2019,2,4
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2020,3,7
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2021,3,8
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2022,2,8
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2023,0,5
KL Rahul,DC,BAT,2.00,14.0,Delhi Capitals,2024,1,3
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2008,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2009,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2010,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2011,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2012,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2013,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2014,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2015,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2016,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2017,1,1
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2018,0,1
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2019,0,1
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2020,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2021,0,0
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2022,1,1
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2023,1,2
Mohammed Shami,SRH,BOWL,2.00,10.0,Sunrisers Hyderabad,2024,0,2
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2008,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2009,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2010,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2011,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2012,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2013,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2014,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2015,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2016,0,0
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2017,1,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2018,0,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2019,0,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2020,1,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2021,0,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2022,0,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2023,1,1
Mohammed Siraj,GT,BOWL,2.00,12.25,Gujarat Titans,2024,1,2
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2008,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2009,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2010,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2011,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2012,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2013,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2014,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2015,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2016,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2017,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2018,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2019,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2020,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2021,0,0
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2022,1,1
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2023,3,4
Devon Conway,CSK,BAT,2.00,6.25,Chennai Super Kings,2024,0,4
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2008,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2009,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2010,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2011,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2012,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2013,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2014,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2015,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2016,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2017,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2018,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2019,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2020,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2021,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2022,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2023,0,0
Jake Fraser-McGurk,DC,BAT,2.00,9.0,Delhi Capitals,2024,1,1
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2008,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2009,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2010,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2011,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2012,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2013,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2014,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2015,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2016,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2017,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2018,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2019,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2020,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2021,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2022,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2023,0,0
Aiden Markram,LSG,BAT,2.00,2.0,Lucknow Super Giants,2024,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2008,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2009,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2010,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2011,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2012,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2013,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2014,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2015,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2016,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2017,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2018,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2019,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2020,0,0
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2021,1,1
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2022,0,1
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2023,1,2
Devdutt Padikkal,RCB,BAT,2.00,2.0,Royal Challengers Bengaluru,2024,0,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2008,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2009,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2010,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2011,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2012,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2013,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2014,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2015,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2016,0,0
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2017,1,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2018,0,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2019,0,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2020,1,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2021,0,1
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2022,2,3
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2023,0,2
Rahul Tripathi,CSK,BAT,0.75,3.4,Chennai Super Kings,2024,0,2
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2008,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2009,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2010,1,1
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2011,0,1
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2012,0,1
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2013,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2014,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2015,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2016,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2017,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2018,0,0
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2019,1,1
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2020,1,2
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2021,0,2
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2022,1,2
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2023,1,2
Ravichandran Ashwin,CSK,AR,2.00,9.75,Chennai Super Kings,2024,1,3
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2008,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2009,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2010,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2011,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2012,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2013,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2014,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2015,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2016,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2017,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2018,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2019,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2020,0,0
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2021,1,1
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2022,0,1
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2023,1,2
Venkatesh Iyer,KKR,AR,2.00,23.75,Kolkata Knight Riders,2024,1,2
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2008,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2009,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2010,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2011,1,1
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2012,0,1
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2013,0,1
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2014,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2015,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2016,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2017,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2018,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2019,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2020,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2021,0,0
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2022,1,1
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2023,1,2
Mitchell Marsh,LSG,AR,2.00,3.4,Lucknow Super Giants,2024,0,2
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2008,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2009,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2010,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2011,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2012,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2013,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2014,4,4
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2015,0,4
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2016,0,4
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2017,1,1
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2018,0,1
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2019,0,1
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2020,0,0
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2021,3,3
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2022,0,3
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2023,1,4
Glenn Maxwell,PBKS,AR,2.00,4.2,Punjab Kings,2024,0,1
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2008,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2009,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2010,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2011,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2012,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2013,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2014,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2015,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2016,0,0
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2017,1,1
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2018,1,2
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2019,0,2
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2020,0,1
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2021,1,1
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2022,1,2
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2023,0,2
Harshal Patel,SRH,AR,2.00,8.0,Sunrisers Hyderabad,2024,0,1
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2008,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2009,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2010,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2011,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2012,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2013,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2014,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2015,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2016,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2017,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2018,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2019,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2020,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2021,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2022,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2023,0,0
Rachin Ravindra,CSK,AR,1.50,4.0,Chennai Super Kings,2024,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2008,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2009,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2010,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2011,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2012,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2013,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2014,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2015,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2016,2,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2017,0,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2018,0,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2019,0,0
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2020,2,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2021,0,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2022,0,2
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2023,3,3
Marcus Stoinis,PBKS,AR,2.00,11.0,Punjab Kings,2024,2,5
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2008,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2009,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2010,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2011,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2012,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2013,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2014,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2015,0,0
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2016,1,1
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2017,0,1
Quinton de Kock,KKR,BAT,2.00,3.6,Kolkata Knight Riders,2018,0,1
