Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
Abishek Porel,DC,BAT,-,4.0,Delhi Capitals,2020,0,0,Abishek Porel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Abishek Porel,DC,BAT,-,4.0,Delhi Capitals,2021,0,0,Abishek Porel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Abishek Porel,DC,BAT,-,4.0,Delhi Capitals,2022,0,0,Abishek Porel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Abishek Porel,DC,BAT,-,4.0,Delhi Capitals,2023,0,0,Abishek Porel,4,33,31,1,2,70.13499999999999,4,33,31,1,2,6.387096774193548,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Abishek Porel,DC,BAT,-,4.0,Delhi Capitals,2024,0,0,Abishek Porel,10,267,169,31,9,141.66500000000002,14,300,200,32,11,9.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2008,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2009,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2010,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2011,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2012,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2013,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2014,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2015,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2016,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2017,0,0,RK Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2018,0,0,RK Singh,4,29,31,4,0,94.44,4,29,31,4,0,5.612903225806452,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2019,0,0,RK Singh,3,37,34,1,2,100.0,7,66,65,5,2,6.092307692307692,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2020,0,0,RK Singh,1,11,11,1,0,100.0,8,77,76,6,2,6.078947368421052,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2021,0,0,RK Singh,0,0,0,0,0,0.0,4,48,45,2,2,6.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2022,1,1,RK Singh,7,174,117,17,7,125.0,8,185,128,18,7,8.671875,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2023,2,3,RK Singh,14,474,317,31,29,135.40499999999997,21,648,434,48,36,8.95852534562212,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Rinku Singh,KKR,BAT,-,13.0,Kolkata Knight Riders,2024,0,3,RK Singh,10,148,101,13,6,135.225,31,796,535,61,42,8.927102803738318,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2008,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2009,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2010,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2011,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2012,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2013,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2014,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2015,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2016,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2017,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2018,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2019,0,0,CV Varun,0,0,0,0,0,0.0,0,0,0,0,0,,1,18,0,35,1,8,3,3,0,0,11.66,1,18,0,35,1,8,3,3,0,0,11.666666666666666,11.666666666666666
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2020,1,1,CV Varun,3,10,15,0,0,70.0,3,10,15,0,0,4.0,13,312,0,356,17,111,27,9,1,0,6.25,14,330,0,391,18,119,30,12,1,0,6.846153846153846,7.109090909090909
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2021,1,2,CV Varun,3,2,4,0,0,33.33,6,12,19,0,0,3.789473684210526,17,408,0,448,18,149,28,14,5,3,6.5,31,738,0,839,36,268,58,26,6,3,6.588235294117647,6.821138211382114
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2022,0,2,CV Varun,4,12,18,2,0,100.0,10,24,37,2,0,3.891891891891892,11,234,0,332,6,88,19,20,8,3,8.25,41,954,0,1136,41,348,74,43,14,6,8.512820512820513,7.144654088050315
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2023,2,3,CV Varun,2,1,9,0,0,8.33,9,15,31,2,0,2.903225806451613,14,316,1,429,20,124,33,22,7,0,9.165,42,958,1,1209,44,361,80,56,20,6,8.145569620253164,7.572025052192067
Varun Chakravarthy,KKR,AR,-,12.0,Kolkata Knight Riders,2024,2,4,CV Varun,0,0,0,0,0,0.0,6,13,27,2,0,2.888888888888889,11,240,0,350,16,97,20,25,5,1,9.0,36,790,1,1111,42,309,72,67,20,4,8.75,8.437974683544304
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2008,0,0,SP Narine,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2009,0,0,SP Narine,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2010,0,0,SP Narine,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2011,0,0,SP Narine,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2012,3,3,SP Narine,2,9,7,2,0,75.0,2,9,7,2,0,7.714285714285714,15,355,1,324,24,169,17,10,2,0,5.75,15,355,1,324,24,169,17,10,2,0,5.476056338028169,5.476056338028169
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2013,1,4,SP Narine,6,21,19,0,2,75.0,8,30,26,2,2,6.923076923076923,16,384,1,350,22,183,28,8,3,0,5.25,31,739,2,674,46,352,45,18,5,0,5.46875,5.472259810554804
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2014,0,4,SP Narine,5,10,14,0,0,87.5,13,40,40,2,2,6.0,16,384,0,407,21,166,28,13,0,2,6.0,47,1123,2,1081,67,518,73,31,5,2,6.359375,5.77560106856634
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2015,0,1,SP Narine,1,0,1,0,0,0.0,12,31,34,0,2,5.470588235294118,8,192,0,234,7,80,17,11,4,0,7.25,40,960,1,991,50,429,73,32,7,2,7.3125,6.19375
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2016,0,0,SP Narine,4,7,13,0,0,33.33,10,17,28,0,0,3.642857142857143,11,256,0,304,11,113,26,11,6,0,7.33,35,832,0,945,39,359,71,35,10,2,7.125,6.814903846153846
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2017,2,2,SP Narine,14,224,130,34,10,100.0,19,231,144,34,10,9.625,15,354,0,412,10,133,41,6,8,0,6.75,34,802,0,950,28,326,84,28,18,0,6.983050847457627,7.107231920199501
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2018,3,5,SP Narine,16,357,188,40,23,200.0,34,588,331,74,33,10.658610271903322,16,366,0,467,17,137,36,20,5,0,7.375,42,976,0,1183,38,383,103,37,19,0,7.655737704918033,7.272540983606557
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2019,0,5,SP Narine,9,143,86,17,9,131.25,39,724,404,91,42,10.752475247524751,12,266,1,347,10,96,27,13,7,0,7.75,43,986,1,1226,37,366,104,39,20,0,7.827067669172933,7.460446247464503
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2020,0,3,SP Narine,9,121,85,10,8,100.0,34,621,359,67,40,10.37883008356546,10,228,0,302,5,67,14,15,2,0,7.75,38,860,1,1116,32,300,77,48,14,0,7.947368421052632,7.786046511627907
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2021,3,3,SP Narine,10,62,47,3,5,92.855,28,326,218,30,22,8.972477064220184,14,336,0,361,16,131,18,15,6,2,6.0,36,830,1,1010,31,294,59,43,15,2,6.446428571428571,7.301204819277109
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2022,0,3,SP Narine,10,71,40,6,6,150.0,29,254,172,19,19,8.86046511627907,14,336,0,312,9,142,11,12,6,0,5.25,38,900,0,975,30,340,43,42,14,2,5.571428571428571,6.5
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2023,0,3,SP Narine,10,21,25,2,1,50.0,30,154,112,11,12,8.25,14,288,0,383,11,87,25,15,8,0,8.0,42,960,0,1056,36,360,54,42,20,2,7.979166666666667,6.6
Sunil Narine,KKR,BOWL,-,12.0,Kolkata Knight Riders,2024,3,3,SP Narine,11,461,251,46,32,150.0,31,553,316,54,39,10.5,11,264,0,291,14,101,13,13,4,0,6.0,39,888,0,986,34,330,49,40,18,0,6.613636363636363,6.662162162162162
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2008,0,0,AD Russell,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2009,0,0,AD Russell,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2010,0,0,AD Russell,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2011,0,0,AD Russell,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2012,0,0,AD Russell,2,47,26,3,3,176.055,2,47,26,3,3,10.846153846153848,4,96,0,161,1,29,24,3,1,1,10.0,4,96,0,161,1,29,24,3,1,1,10.0625,10.0625
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2013,0,0,AD Russell,2,11,14,0,0,83.33,4,58,40,3,3,8.7,3,42,0,68,0,10,5,3,2,0,10.33,7,138,0,229,1,39,29,6,3,1,9.714285714285714,9.956521739130435
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2014,0,0,AD Russell,2,2,8,0,0,26.665,6,60,48,3,3,7.5,2,30,0,52,1,8,5,2,0,1,10.75,9,168,0,281,2,47,34,8,3,2,10.4,10.035714285714286
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2015,3,3,AD Russell,11,326,169,35,19,183.33,15,339,191,35,19,10.649214659685864,13,244,0,324,14,99,29,13,9,1,7.0,18,316,0,444,15,117,39,18,11,2,7.967213114754099,8.430379746835444
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2016,3,6,AD Russell,8,188,114,10,15,157.26999999999998,21,516,291,45,34,10.639175257731958,12,219,0,291,15,97,28,11,5,0,7.5,27,493,0,667,30,204,62,26,14,2,7.972602739726027,8.117647058823529
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2017,0,6,AD Russell,0,0,0,0,0,0.0,19,514,283,45,34,10.897526501766784,0,0,0,0,0,0,0,0,0,0,0.0,25,463,0,615,29,196,57,24,14,1,,7.969762419006479
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2018,1,4,AD Russell,14,316,171,17,31,144.755,22,504,285,27,46,10.610526315789471,15,227,0,355,13,76,34,15,11,1,9.33,27,446,0,646,28,173,62,26,16,1,9.383259911894273,8.690582959641256
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2019,4,5,AD Russell,13,510,249,31,52,214.28,27,826,420,48,83,11.8,12,181,0,287,11,61,28,14,1,0,9.66,27,408,0,642,24,137,62,29,12,1,9.513812154696131,9.441176470588236
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2020,0,5,AD Russell,9,117,81,9,9,160.0,36,943,501,57,92,11.293413173652697,7,108,0,175,6,39,17,8,4,2,8.5,34,516,0,817,30,176,79,37,16,3,9.72222222222222,9.5
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2021,0,4,AD Russell,9,183,120,14,14,130.95,31,810,450,54,75,10.8,8,114,0,188,11,39,18,8,8,0,9.995,27,403,0,650,28,139,63,30,13,2,9.894736842105264,9.67741935483871
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2022,1,1,AD Russell,12,335,192,18,32,177.5,30,635,393,41,55,9.69465648854962,13,169,0,278,17,58,27,12,6,1,9.0,28,391,0,641,34,136,62,28,18,3,9.8698224852071,9.836317135549873
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2023,1,2,AD Russell,14,227,156,13,18,111.29,35,745,468,45,64,9.551282051282053,9,91,0,172,7,32,18,8,5,3,12.0,30,374,0,638,35,129,63,28,19,4,11.34065934065934,10.235294117647058
Andre Russell,KKR,AR,-,12.0,Kolkata Knight Riders,2024,2,4,AD Russell,8,198,106,18,14,175.0,34,760,454,49,64,10.044052863436123,11,134,0,227,13,54,14,17,9,0,10.0,33,394,0,677,37,144,59,37,20,4,10.164179104477611,10.309644670050762
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2008,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2009,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2010,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2011,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2012,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2013,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2014,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2015,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2016,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2017,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2018,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2019,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2020,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2021,0,0,Harshit Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2022,0,0,Harshit Rana,2,2,2,0,0,100.0,2,2,2,0,0,6.0,2,30,0,51,1,12,5,3,0,1,10.75,2,30,0,51,1,12,5,3,0,1,10.2,10.2
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2023,0,0,Harshit Rana,1,0,1,0,0,0.0,3,2,3,0,0,4.0,6,102,0,147,5,50,16,7,5,1,8.915,8,132,0,198,6,62,21,10,5,2,8.647058823529411,9.0
Harshit Rana,KKR,BOWL,-,4.0,Kolkata Knight Riders,2024,0,0,Harshit Rana,0,0,0,0,0,0.0,3,2,3,0,0,4.0,8,187,0,298,14,66,22,18,8,0,8.5,16,319,0,496,20,128,43,28,13,2,9.561497326203208,9.329153605015676
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2008,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2009,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2010,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2011,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2012,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2013,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2014,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2015,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2016,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2017,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2018,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2019,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2020,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2021,0,0,Ramandeep Singh,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2022,0,0,Ramandeep Singh,4,45,40,3,1,145.82999999999998,4,45,40,3,1,6.75,3,36,0,54,6,13,5,2,5,0,6.66,3,36,0,54,6,13,5,2,5,0,9.0,9.0
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2023,0,0,Ramandeep Singh,0,0,0,0,0,0.0,4,45,40,3,1,6.75,0,0,0,0,0,0,0,0,0,0,0.0,3,36,0,54,6,13,5,2,5,0,,9.0
Ramandeep Singh,KKR,AR,-,4.0,Kolkata Knight Riders,2024,0,0,Ramandeep Singh,8,108,54,4,11,154.165,12,153,94,7,12,9.76595744680851,1,4,0,9,0,0,0,1,0,0,13.5,4,40,0,63,6,13,5,3,5,0,13.5,9.45
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2008,0,0,SV Samson,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
