Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
Spencer Johnson,KKR,BOWL,2.00,2.8,Kolkata Knight Riders,2024,0,0,SH Johnson,3,6,7,1,0,100.0,3,6,7,1,0,5.142857142857143,5,96,0,151,4,35,16,7,3,0,9.25,5,96,0,151,4,35,16,7,3,0,9.4375,9.4375
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2008,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2009,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2010,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2011,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2012,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2013,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2014,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2015,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2016,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2017,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2018,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2019,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2020,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2021,0,0,Umran Malik,0,0,0,0,0,0.0,0,0,0,0,0,,3,72,0,96,2,31,14,1,3,0,6.75,3,72,0,96,2,31,14,1,3,0,8.0,8.0
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2022,2,2,Umran Malik,4,4,8,0,0,30.0,4,4,8,0,0,3.0,14,295,1,444,22,141,52,17,14,4,9.705,17,367,1,540,24,172,66,18,17,4,9.030508474576273,8.8283378746594
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2023,0,2,Umran Malik,2,19,8,1,2,237.5,6,23,16,1,2,8.625,8,120,0,217,5,43,27,9,4,0,10.83,25,487,1,757,29,215,93,27,21,4,10.85,9.326488706365502
Umran Malik,KKR,BOWL,0.75,0.75,Kolkata Knight Riders,2024,0,2,Umran Malik,0,0,0,0,0,0.0,6,23,16,1,2,8.625,1,6,0,15,0,2,0,2,1,0,15.0,23,421,1,676,27,186,79,28,19,4,15.0,9.634204275534442
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2008,0,0,I Sharma,6,11,11,1,0,100.0,6,11,11,1,0,6.0,13,253,1,329,7,126,44,5,9,4,8.0,13,253,1,329,7,126,44,5,9,4,7.802371541501976,7.802371541501976
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2009,0,0,I Sharma,3,16,13,1,1,100.0,9,27,24,2,1,6.75,11,258,0,297,11,135,33,7,10,2,6.0,24,511,1,626,18,261,77,12,19,6,6.906976744186046,7.350293542074364
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2010,0,0,I Sharma,2,6,17,0,0,20.0,11,33,41,2,1,4.829268292682927,7,150,0,236,7,60,30,6,9,1,9.5,31,661,1,862,25,321,107,18,28,7,9.44,7.8245083207261725
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2011,1,1,I Sharma,5,4,5,0,0,100.0,10,26,35,1,1,4.457142857142857,12,264,0,314,11,131,39,7,6,5,6.915,30,672,0,847,29,326,102,20,25,8,7.136363636363637,7.5625
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2012,0,1,I Sharma,0,0,0,0,0,0.0,7,10,22,0,0,2.727272727272727,0,0,0,0,0,0,0,0,0,0,0.0,19,414,0,550,18,191,69,13,15,6,,7.971014492753623
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2013,1,2,I Sharma,2,0,0,0,0,,7,4,5,0,0,4.8,16,358,2,466,15,165,48,16,13,3,7.665,28,622,2,780,26,296,87,23,19,8,7.810055865921788,7.52411575562701
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2014,0,1,I Sharma,0,0,0,0,0,0.0,2,0,0,0,0,,3,66,0,101,3,26,7,6,2,0,9.25,19,424,2,567,18,191,55,22,15,3,9.181818181818182,8.023584905660377
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2015,0,1,I Sharma,0,0,0,0,0,0.0,2,0,0,0,0,,4,84,0,159,1,32,16,10,1,4,11.0,23,508,2,726,19,223,71,32,16,7,11.357142857142858,8.5748031496063
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2016,0,0,I Sharma,1,0,0,0,0,,1,0,0,0,0,,4,90,0,148,3,40,21,4,6,1,9.375,11,240,0,408,7,98,44,20,9,5,9.866666666666667,10.2
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2017,0,0,I Sharma,3,8,12,1,0,40.0,4,8,12,1,0,4.0,6,108,0,179,0,39,20,6,5,1,9.955,14,282,0,486,4,111,57,20,12,6,9.944444444444445,10.340425531914894
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2018,0,0,I Sharma,0,0,0,0,0,0.0,4,8,12,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0.0,10,198,0,327,3,79,41,10,11,2,,9.909090909090908
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2019,0,0,I Sharma,3,10,3,1,1,333.33,6,18,15,2,1,7.2,13,276,1,349,13,122,45,7,9,0,7.25,19,384,1,528,13,161,65,13,14,1,7.586956521739131,8.25
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2020,0,0,I Sharma,0,0,0,0,0,0.0,3,10,3,1,1,20.0,1,18,0,26,0,4,0,1,2,0,8.66,14,294,1,375,13,126,45,8,11,0,8.666666666666666,7.653061224489796
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2021,0,0,I Sharma,0,0,0,0,0,0.0,3,10,3,1,1,20.0,3,72,2,97,1,26,7,5,0,0,8.5,17,366,3,472,14,152,52,13,11,0,8.083333333333334,7.737704918032787
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2022,0,0,I Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,4,90,2,123,1,30,7,6,2,0,,8.2
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2023,1,1,I Sharma,1,1,1,0,0,100.0,1,1,1,0,0,6.0,8,150,0,206,10,69,30,3,6,1,9.33,11,222,2,303,11,95,37,8,6,1,8.24,8.18918918918919
Ishant Sharma,GT,BOWL,0.75,0.75,Gujarat Titans,2024,1,2,I Sharma,1,1,3,0,0,33.33,2,2,4,0,0,3.0,7,120,0,200,6,48,24,6,14,1,9.0,15,270,0,406,16,117,54,9,20,2,10.0,9.022222222222222
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2008,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2009,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2010,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2011,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2012,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2013,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2014,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2015,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2016,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2017,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2018,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2019,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2020,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2021,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2022,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2023,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Nuwan Thushara,RCB,BOWL,0.75,1.6,Royal Challengers Bengaluru,2024,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2008,0,0,JD Unadkat,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2009,0,0,JD Unadkat,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2010,1,1,JD Unadkat,0,0,0,0,0,0.0,0,0,0,0,0,,3,62,0,85,4,20,10,2,0,0,6.75,3,62,0,85,4,20,10,2,0,0,8.225806451612904,8.225806451612904
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2011,0,1,JD Unadkat,0,0,0,0,0,0.0,0,0,0,0,0,,6,108,0,150,6,41,13,6,3,0,8.5,9,170,0,235,10,61,23,8,3,0,8.333333333333334,8.294117647058824
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2012,0,1,JD Unadkat,0,0,0,0,0,0.0,0,0,0,0,0,,1,18,0,32,0,2,1,2,0,0,10.66,10,188,0,267,10,63,24,10,3,0,10.666666666666666,8.52127659574468
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2013,1,1,JD Unadkat,2,2,2,0,0,100.0,2,2,2,0,0,6.0,13,294,0,370,13,105,40,7,5,0,8.0,20,420,0,552,19,148,54,15,8,0,7.551020408163265,7.885714285714286
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2014,0,1,JD Unadkat,2,1,6,0,0,10.0,4,3,8,0,0,2.25,9,187,0,270,9,64,22,12,2,0,8.0,23,499,0,672,22,171,63,21,7,0,8.663101604278076,8.080160320641282
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2015,0,1,JD Unadkat,0,0,0,0,0,0.0,4,3,8,0,0,2.25,1,18,0,30,0,7,1,3,0,0,10.0,23,499,0,670,22,176,63,22,7,0,10.0,8.056112224448897
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2016,0,0,JD Unadkat,0,0,0,0,0,0.0,2,1,6,0,0,1.0,1,18,0,49,0,5,3,5,1,0,16.33,11,223,0,349,9,76,26,20,3,0,16.333333333333332,9.390134529147982
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2017,2,2,JD Unadkat,2,2,5,0,0,40.0,2,2,5,0,0,2.4,12,275,3,322,24,126,23,17,4,0,7.125,14,311,3,401,24,138,27,25,5,0,7.025454545454545,7.736334405144695
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2018,0,2,JD Unadkat,7,49,38,6,1,85.71,9,51,43,6,1,7.116279069767442,15,302,0,486,11,97,49,19,7,1,9.33,28,595,3,857,35,228,75,41,12,1,9.655629139072849,8.642016806722689
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2019,1,3,JD Unadkat,4,1,3,0,0,25.0,13,52,46,6,1,6.782608695652174,11,224,0,398,10,58,29,22,12,0,10.8,38,801,3,1206,45,281,101,58,23,1,10.660714285714286,9.03370786516854
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2020,0,1,JD Unadkat,1,9,13,0,0,69.23,12,59,54,6,1,6.555555555555555,7,138,0,228,4,35,12,13,6,0,10.33,33,664,0,1112,25,190,90,54,25,1,9.91304347826087,10.048192771084338
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2021,1,2,JD Unadkat,3,41,29,3,2,141.17,8,51,45,3,2,6.8,6,132,0,168,4,52,17,6,2,0,8.5,24,494,0,794,18,145,58,41,20,0,7.636363636363637,9.643724696356276
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2022,0,1,JD Unadkat,5,59,37,4,3,171.42,9,109,79,7,5,8.278481012658228,5,120,0,190,6,36,14,11,3,0,9.0,18,390,0,586,14,123,43,30,11,0,9.5,9.015384615384615
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2023,0,1,JD Unadkat,1,9,7,1,0,128.57,9,109,73,8,5,8.95890410958904,3,48,0,92,0,15,7,5,4,0,13.0,14,300,0,450,10,103,38,22,9,0,11.5,9.0
Jaydev Unadkat,SRH,BOWL,1.00,1.0,Sunrisers Hyderabad,2024,0,0,JD Unadkat,3,15,13,1,1,80.0,9,83,57,6,4,8.736842105263158,9,175,0,305,8,41,20,16,12,0,10.42,17,343,0,587,14,92,41,32,19,0,10.457142857142856,10.268221574344023
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2008,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2009,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2010,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2011,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2012,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2013,0,0,Sachin Baby,1,3,7,0,0,42.85,1,3,7,0,0,2.571428571428572,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2014,0,0,Sachin Baby,0,0,0,0,0,0.0,1,3,7,0,0,2.571428571428572,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2015,0,0,Sachin Baby,0,0,0,0,0,0.0,1,3,7,0,0,2.571428571428572,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2016,0,0,Sachin Baby,6,119,79,9,5,174.375,6,119,79,9,5,9.037974683544304,2,10,0,8,2,5,1,0,0,0,5.0,2,10,0,8,2,5,1,0,0,0,4.8,4.8
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2017,0,0,Sachin Baby,3,15,15,2,0,50.0,9,134,94,11,5,8.553191489361701,0,0,0,0,0,0,0,0,0,0,0.0,2,10,0,8,2,5,1,0,0,0,,4.8
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2018,0,0,Sachin Baby,0,0,0,0,0,0.0,9,134,94,11,5,8.553191489361701,0,0,0,0,0,0,0,0,0,0,0.0,2,10,0,8,2,5,1,0,0,0,,4.8
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2019,0,0,Sachin Baby,0,0,0,0,0,0.0,3,15,15,2,0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2020,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2021,0,0,Sachin Baby,1,7,17,0,0,41.17,1,7,17,0,0,2.4705882352941178,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2022,0,0,Sachin Baby,0,0,0,0,0,0.0,1,7,17,0,0,2.4705882352941178,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2023,0,0,Sachin Baby,0,0,0,0,0,0.0,1,7,17,0,0,2.4705882352941178,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sachin Baby,SRH,BAT,0.30,0.3,Sunrisers Hyderabad,2024,0,0,Sachin Baby,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2008,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2009,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2010,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2011,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2012,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2013,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2014,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2015,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2016,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2017,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2018,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2019,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2020,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2021,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2022,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2023,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Harnoor Singh,PBKS,BAT,0.30,0.3,Punjab Kings,2024,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2008,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2009,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2010,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2011,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2012,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2013,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
C Andre Siddarth,CSK,BAT,0.30,0.3,Chennai Super Kings,2014,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
